caminho_original,caminho_processado,classe,classe_bruta,status_geral,origem_dataset,largura,altura,proporcao,tem_alpha,borda_fundo_estudio,borda_fracao_dessaturada
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (947).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.033
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (948).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.039
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (949).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.039
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (95).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.131
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (950).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.024
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (951).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.024
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (952).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.067
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (953).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.068
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (954).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.291
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (955).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (956).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (957).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.034
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (958).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.022
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (959).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.022
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (96).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.132
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (960).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.212
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (961).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.213
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (962).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.044
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (963).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.044
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (964).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.055
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (965).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.055
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (966).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.246
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (967).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.155
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (968).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.155
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (969).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.284
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (97).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.392
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (970).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.08
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (971).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.174
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (972).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.174
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (973).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.231
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (974).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.122
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (975).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.122
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (976).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.092
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (977).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.092
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (978).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (979).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (98).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.392
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (980).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.132
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (981).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.132
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (982).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.303
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (983).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.303
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (984).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.323
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (985).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (986).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (987).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.055
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (988).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.12
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (989).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.037
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (99).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.086
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (990).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.104
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (991).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.018
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (992).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.018
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (993).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.006
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (994).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.006
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (995).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.136
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (996).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.044
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (997).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.203
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (998).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,True,0.203
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Healthy\Healthy (999).jpg,,Saudavel,Healthy,saudavel,internet,256,256,1.0,False,False,0.13
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.15
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (10).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.687
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (100).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.42
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1000).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.544
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1001).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.544
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1002).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.506
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1003).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.506
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1004).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.864
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1005).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.864
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1006).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.864
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1007).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.292
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1008).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.293
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1009).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.292
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (101).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.255
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1010).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.413
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1011).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.413
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1012).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.413
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1013).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.335
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1014).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.567
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1015).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.567
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1016).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.606
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1017).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.607
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1018).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.606
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1019).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.424
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (102).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.74
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1020).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.424
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1021).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.424
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1022).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.206
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1023).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.206
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1024).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.206
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1025).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.499
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1026).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.498
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1027).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.499
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1028).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.455
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1029).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.454
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (103).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.811
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1030).jpg,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.455
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1031).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.708
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1032).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.708
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1033).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.514
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1034).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.514
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1035).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.514
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1036).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.826
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1037).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.826
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1038).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.666
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1039).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.666
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (104).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.272
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1040).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.666
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1041).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.297
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1042).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.297
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1043).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.297
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1044).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.227
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1045).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.226
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1046).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.351
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1047).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.351
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1048).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.201
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1049).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.201
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (105).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.318
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1050).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.201
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1051).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.434
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1052).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.434
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1053).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.619
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1054).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.619
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1055).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.619
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1056).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.711
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1057).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.711
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\MaizeLeafDataset\Northern Leaf Blight\Northern_Leaf_Blight (1058).JPG,,Mancha_de_Turcicum,Northern Leaf Blight,doenca,internet,256,256,1.0,False,True,0.711
